,ORGANISATION_NAME,REGISTRATION_NO,ORGANISATION_TYPE_CODE,ORGANISATION_TYPE,ORGANISATION_STATUS,address_entity_key,address_seq_no,Full_Address,lat_lng,latitude,longitude
90,FRA-ZER OPERATIONS N.V.,905,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,789,789,ΑΘΗΝΩΝ 86  3040 ΛΕΜΕΣΟΣ ,"Row(_1=34.676587, _2=33.0454723)",34.676587,33.0454723
91,ΣΠΟΓΓΑΛΙΕΥΤΙΚΑΙ ΕΠΙΧΕΙΡΗΣΕΙΣ Η ΑΜΦΙΤΡΙΤΗ,906,B,Εμπορική Επωνυμία,Εγγεγραμμένη,10031,10031,ΛΑΡΝΑΚΟΣ 40  1046 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1590134, _2=33.3900239)",35.1590134,33.3900239
92,ΑΚΑΚΗ ΦΑΡΜ,922,B,Εμπορική Επωνυμία,Εγγεγραμμένη,1694,1694, ΑΚΑΚΙ ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1337357, _2=33.1288417)",35.1337357,33.1288417
93,AMERSHAM  PLC,923,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,14362,14362,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
94,GLASS INDUSTRY CHR. NICOLAIDES,928,B,Εμπορική Επωνυμία,Εγγεγραμμένη,17753,17753, ΠΑΡΕΚΚΛΗΣΙΑ 4520 ΛΕΜΕΣΟΣ ,"Row(_1=34.7435844, _2=33.1600766)",34.7435844,33.1600766
95,ΜΗΧΑΝΟΣΙΔΗΡΟΥΡΓΙΑ ΕΜΒΙΟ,929,B,Εμπορική Επωνυμία,Εγγεγραμμένη,12133,12133, ΑΓΛΑΝΤΖΙΑ ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1498034, _2=33.394086)",35.1498034,33.394086
96,VAN DEN BERGH FOODS LIMITED,931,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,22029,22029,ΜΑΡΚΟΥ ΔΡΑΚΟΥ 2  ΒΙΟΜ. ΠΕΡΙΟΧΗ 'ΕΓΚΩΜΗΣ 1308 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1649299, _2=33.3210378)",35.1649299,33.3210378
97,ZARUBEZHSTROY,935,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1611,1611,ΜΕΘΩΝΗΣ 2  1070 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1615585, _2=33.3678571)",35.1615585,33.3678571
98,HEALTHY VALLERY FARMING CO. EVDHIMOU LIMITED,937,C,Εταιρεία,Εγγεγραμμένη,20536,20536, ΑΥΔΗΜΟΥ 4600 ΛΕΜΕΣΟΣ ,"Row(_1=34.6926313, _2=32.7631264)",34.6926313,32.7631264
99,HAYAT SPIRITS COMPANY LIMITED,958,C,Εταιρεία,Εγγεγραμμένη,18528,18528,ZIYA GOKALP SOKAK 23  ΜΟΡΦΟΥ LEFKOSA ,"Row(_1=35.1977044, _2=32.9897849)",35.1977044,32.9897849
100,ENDELI LIMITED,960,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,4630,4630,ΑΦΡΟΔΙΤΗΣ 25  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
101,AIRTRANS AVIATION LIMITED,960,C,Εταιρεία,Εγγεγραμμένη,6608,6608,ΦΛΩΡΙΝΗΣ 11  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1649108, _2=33.358494)",35.1649108,33.358494
102,RAILWAY JOINT-STOCK INSURANCE COMPANY JASKO,972,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,24921,24921,ΒΑΣΙΛΙΣΣΗΣ ΦΡΕΙΔΕΡΙΚΗΣ 20  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1669459, _2=33.357801)",35.1669459,33.357801
103,BACHY SOLETANCHE LIMITED,995,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,8664,8664,ΣΠΥΡΟΥ ΑΡΑΟΥΖΟΥ 25  3036 ΛΕΜΕΣΟΣ ,"Row(_1=34.6720835, _2=33.0430899)",34.6720835,33.0430899
104,ΖΩΦΟΡΟΣ Α.Ε.,999,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,789,789,ΑΘΗΝΩΝ 86  3040 ΛΕΜΕΣΟΣ ,"Row(_1=34.676587, _2=33.0454723)",34.676587,33.0454723
105,INTERNATIONAL SALES AND SERVICES B.V.,1003,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,7935,7935,ΓΡΙΒΑ ΔΙΓΕΝΗ 42-44  1080 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.163774, _2=33.353767)",35.163774,33.353767
106,EAST EUROPEAN TRADING LIMITED,1006,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,29920,29920,ΒΑΣΙΛΙΣΣΗΣ ΦΡΕΙΔΕΡΙΚΗΣ 20  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1669459, _2=33.357801)",35.1669459,33.357801
107,ΚΤΗΜΟΤΡΟΦΙΚΗ ΚΑΙ ΠΤΗΝΟΤΡΟΦΙΚΗ ΕΠΙΧΕΙΡΗΣΙΣ ΓΑΛΑΤΟΣ,1006,B,Εμπορική Επωνυμία,Εγγεγραμμένη,22458,22458, ΓΑΛΑΤΑ ΛΕΥΚΩΣΙΑ ,"Row(_1=34.997626, _2=32.8986815)",34.997626,32.8986815
108,ΒΙΟΜΗΧΑΝΙΑ ΟΙΝΩΝ ΚΑΙ ΟΙΝΟΠΝΕΥΜΑΤΩΝ Ν.Δ.ΜΑΚΡΟΝΙΚΟΛΑΣ ΚΑΙ ΣΙΑ,1014,B,Εμπορική Επωνυμία,Εγγεγραμμένη,13684,13684,ΡΗΓΑ ΦΕΡΑΙΟΥ 7  8011 ΠΑΦΟΣ ,"Row(_1=34.7731362, _2=32.4270558)",34.7731362,32.4270558
109,DIOMEDES MAVROYIANNIS AND BROTHER,1024,N,Συνεταιρισμός (BN),Εγγεγραμμένη,2782,2782, ΑΓΡΟΣ ΛΕΜΕΣΟΣ ,"Row(_1=34.9173092, _2=33.0177292)",34.9173092,33.0177292
111,ΚΥΡΙΑΚΟΣ ΧΑΜΠΟΥΛΛΑΣ & ΥΙΟΣ ΛΙΜΙΤΕΔ,1026,C,Εταιρεία,Εγγεγραμμένη,5561,5561,ΒΑΣΙΛΗ ΒΡΥΩΝΙΔΗ 3  3095 ΛΕΜΕΣΟΣ ,"Row(_1=34.68719859999999, _2=33.0518079)",34.68719859999999,33.0518079
112,ΑΚΙΝΗΤΑ Χ. & Α. ΚΑΤΣΑΡΗ ΛΙΜΙΤΕΔ,1038,C,Εταιρεία,Εγγεγραμμένη,17151,17151,ΛΟΥΚΗ ΑΚΡΙΤΑ 19  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.171908, _2=33.3476064)",35.171908,33.3476064
113,Α. ΑΠΟΣΤΟΛΙΔΗΣ & ΥΙΟΙ ΛΙΜΙΤΕΔ,1064,C,Εταιρεία,Εγγεγραμμένη,17714,17714,ΑΔΡΙΑΣ 10  ΛΥΚΑΒΗΤΟΣ 1070 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1659567, _2=33.37017230000001)",35.1659567,33.37017230000001
114,DAN-YA DEVELOPMENT COMPANY LIMITED,1067,C,Εταιρεία,Εγγεγραμμένη,6782,6782,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 10  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1670322, _2=33.3578065)",35.1670322,33.3578065
115,A. POTAMITIS MEDICARE LIMITED,1068,C,Εταιρεία,Εγγεγραμμένη,21071,21071,ΑΡΧ. ΚΥΠΡΙΑΝΟΥ 62  ΣΤΡΟΒΟΛΟΣ 1503 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1289231, _2=33.3620965)",35.1289231,33.3620965
116,JAT AIRWAYS,1097,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1858,1858,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 82Α  1077 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
117,ΚΩΣΤΑΣ ΚΥΡΙΑΚΟΥ & ΥΙΟΣ ΛΙΜΙΤΕΔ,1097,C,Εταιρεία,Εγγεγραμμένη,14893,14893,ΔΗΜΟΦΩΝΤΟΣ 27Α  1075 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1606396, _2=33.3627678)",35.1606396,33.3627678
118,THE NINE GROUP SUPPLIERS LIMITED,1100,C,Εταιρεία,Εγγεγραμμένη,2290,2290,ΝΙΚΗΣ 1  1086 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1618625, _2=33.3586312)",35.1618625,33.3586312
119,MORTON ENTERPRISES LIMITED,1107,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,594,594,KENNEDY 89  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1573515, _2=33.3711386)",35.1573515,33.3711386
120,ΑΣΦΑΛΤΟΣΤΡΩΣΕΙΣ ΚΑΙ ΠΡΟΜΗΘΕΙΑΙ ΑΜΜΟΤΣΑΚΚΙΛΟΥ ΑΣΠΑ,1111,B,Εμπορική Επωνυμία,Εγγεγραμμένη,20767,20767, ΛΑΡΝΑΚΑ ,"Row(_1=34.9182222, _2=33.6200625)",34.9182222,33.6200625
121,STARAVIA HOLDINGS LIMITED,1116,C,Εταιρεία,Εγγεγραμμένη,1596,1596,ΓΛΑΔΣΤΩΝΟΣ 31  1095 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.16783059999999, _2=33.351667)",35.16783059999999,33.351667
122,PARK ACRE LIMITED,1130,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,4630,4630,ΑΦΡΟΔΙΤΗΣ 25  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
123,AGIP (CYPRUS) COMPANY LIMITED,1131,C,Εταιρεία,Εγγεγραμμένη,7606,7606,ΚΙΛΚΙΣ 1  6015 ΛΑΡΝΑΚΑ ,"Row(_1=34.9209651, _2=33.6340551)",34.9209651,33.6340551
124,ΚΥΠΡΙΑΚΗ ΤΡΑΠΕΖΑ ΑΝΑΠΤΥΞΕΩΣ ΔΗΜΟΣΙΑ ΕΤΑΙΡΕΙΑ ΛΙΜΙΤΕΔ,1148,C,Εταιρεία,Εγγεγραμμένη,9523,9523,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 50  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
125,ΑΝΤΙΠΡΟΣΩΠΕΙΑΙ ΜΗΝΑ,1185,B,Εμπορική Επωνυμία,Εγγεγραμμένη,258,258,ΑΡΧ. ΚΥΠΡΙΑΝΟΥ 3  ΣΤΡΟΒΟΛΟΣ ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1261262, _2=33.3240621)",35.1261262,33.3240621
126,Γ. ΚΟΦΤΙΔΗΣ ΛΙΜΤΙΕΔ,1186,C,Εταιρεία,Εγγεγραμμένη,22274,22274, ΒΙΟΜΗΧΑΝΙΚΗ ΠΕΡΙΟΧΗ ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ ΛΕΜΕΣΟΣ ,"Row(_1=34.7109373, _2=33.0597452)",34.7109373,33.0597452
127,MICHAELIDES & MICHAELIDES,1192,P,Συνεταιρισμός,Εγγεγραμμένη,11819,11819,ΡΗΓΑ ΦΕΡΑΙΟΥ 4  3095 ΛΕΜΕΣΟΣ ,"Row(_1=34.6874865, _2=33.0535192)",34.6874865,33.0535192
128,ΓΕΩΡΓΙΟΣ Π. ΣΥΚΟΠΕΤΡΙΤΗΣ ΚΑΙ ΥΙΟΙ ΛΙΜΙΤΕΔ,1193,C,Εταιρεία,Εγγεγραμμένη,29991,29991,ΑΝΔΡΕΑ ΚΑΡΥΟΛΟΥ 28  ΒΙΟΜΗΧΑΝΙΚΗ ΠΕΡΙΟΧΗ ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ 4102 ΛΕΜΕΣΟΣ ,"Row(_1=34.7030081, _2=33.0655817)",34.7030081,33.0655817
129,AVERON TRADING LIMITED,1209,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
130,ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΧΑΡΤΟΥ (Ε.Β.Ε.Χ.) ΛΙΜΙΤΕΔ,1209,C,Εταιρεία,Εγγεγραμμένη,6296,6296, ΒΙΟΜΗΧΑΝΙΚΗ ΠΕΡΙΟΧΗ ΛΑΡΝΑΚΟΣ ΛΑΡΝΑΚΑ ,"Row(_1=34.9182222, _2=33.6200625)",34.9182222,33.6200625
131,Π.Γ. ΦΙΛΙΠΠΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,1214,C,Εταιρεία,Εγγεγραμμένη,21375,21375,ΓΡΙΒΑ ΔΙΓΕΝΗ 45Ε  1082 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1636636, _2=33.3534872)",35.1636636,33.3534872
132,CHRYSANTHOS PANAYIDES AND COMPANY,1219,N,Συνεταιρισμός (BN),Εγγεγραμμένη,12152,12152,ΒΥΡΩΝΟΣ 1  1096 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1678259, _2=33.3800056)",35.1678259,33.3800056
133,G.B. TOBACCO INTERNATIONAL LIMITED,1229,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,2762,2762,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 15  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1664316, _2=33.3581271)",35.1664316,33.3581271
134,SCOTTISH WIDOWS INTERNATIONAL LIMITED,1232,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,789,789,ΑΘΗΝΩΝ 86  3040 ΛΕΜΕΣΟΣ ,"Row(_1=34.676587, _2=33.0454723)",34.676587,33.0454723
135,AWATECH  GMBH ABWASSER + TECHNIK,1252,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,3651,3651,ΛΑΜΠΡΟΥ ΚΑΤΣΩΝΗ 2  8011 ΠΑΦΟΣ ,"Row(_1=34.77539489999999, _2=32.4217786)",34.77539489999999,32.4217786
136,G.A.P. VASSILOPOULOS PUBLIC LIMITED,1253,C,Εταιρεία,Εγγεγραμμένη,48,48,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 2-4  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
137,MOONITZ LIMITED,1259,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
138,PRAHMET LIMITED,1261,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
139,CUSHING LIMITED,1263,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
140,ΓΕΩΡΓΙΟΣ Σ. ΝΙΚΟΛΑΙΔΗΣ & ΣΙΑ (ΔΙΑΔΟΧΟΣ),1266,B,Εμπορική Επωνυμία,Εγγεγραμμένη,4694,4694,ΑΓΙΟΥ ΑΝΔΡΕΟΥ 65  ΠΑΛΛΟΥΡΙΩΤΙΣΣΑ 1040 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1788442, _2=33.3823626)",35.1788442,33.3823626
141,VAPSY COMPANY,1268,P,Συνεταιρισμός,Εγγεγραμμένη,19654,19654,ΠΑΦΟΥ 5  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.175032, _2=33.3598325)",35.175032,33.3598325
142,PACMAN TRADING LIMITED,1269,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
143,ALBION HOLDINGS LIMITED,1272,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1123,1123,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 6  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676704, _2=33.3578541)",35.1676704,33.3578541
144,SENTOZA TRADING LIMITED,1284,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
145,BONARO ENTERPRISES LIMITED,1292,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
146,FUTUREGOLD FINANCE LIMITED,1299,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1300,1300,ΓΡΙΒΑ ΔΙΓΕΝΗ 49  6045 ΛΑΡΝΑΚΑ ,"Row(_1=34.9194127, _2=33.6175333)",34.9194127,33.6175333
147,Χ.Μ. ΘΕΟΧΑΡΙΔΗΣ ΕΤΑΙΡΕΙΑ ΑΣΦΑΛΙΣΤΙΚΗΣ ΠΡΑΚΤΟΡΕΥΣΗΣ & ΣΥΜΒΟΥΛΩΝ ΛΤΔ,1299,C,Εταιρεία,Εγγεγραμμένη,1123,1123,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 6  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676704, _2=33.3578541)",35.1676704,33.3578541
148,SEAVIEW ENTERPRISES LIMITED,1309,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
149,PAPADOPOULLOS AND KAISSIDES,1309,P,Συνεταιρισμός,Εγγεγραμμένη,10536,10536, ΑΚΡΩΤΗΡΙ ΛΕΜΕΣΟΣ ,"Row(_1=34.6016136, _2=32.9557945)",34.6016136,32.9557945
150,CAMBER INVESTMENTS INC.,1311,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,348,348,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
151,GOSSMA LIMITED,1316,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
152,CAPITAL FINANCE S.A.,1319,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,2583,2583,ΚΩΣΤΑΚΗ ΠΑΝΤΕΛΙΔΗ 1  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1700454, _2=33.3606766)",35.1700454,33.3606766
153,GAPWAY ENTERPRISES LIMITED,1321,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
154,VIENNA HOTEL PLATRES,1325,B,Εμπορική Επωνυμία,Εγγεγραμμένη,9698,9698, ΠΑΝΩ ΠΛΑΤΡΕΣ ΛΕΜΕΣΟΣ ,"Row(_1=34.8880353, _2=32.8643444)",34.8880353,32.8643444
155,ΛΟΡΔΟΣ ΤΟΥΡΙΣΤ ΛΙΜΙΤΕΔ,1330,C,Εταιρεία,Εγγεγραμμένη,7261,7261,ΔΙΚΑΙΟΣΥΝΗΣ 20Α  3051 ΛΕΜΕΣΟΣ ,"Row(_1=34.6737292, _2=33.0104485)",34.6737292,33.0104485
156,E.A. ELLINAS INVESTMENTS LTD,1332,C,Εταιρεία,Εγγεγραμμένη,5431,5431,ΘΕΟΤΟΚΗ 6  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.168076, _2=33.3728352)",35.168076,33.3728352
157,FITRA INTERNATIONAL LIMITED,1334,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1846,1846,ΜΝΑΣΙΑΔΟΥ 10  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1661933, _2=33.3605598)",35.1661933,33.3605598
158,ΣΑΒΒΑΣ ΑΘΑΝΑΣΙΑΔΗΣ ΛΙΜΙΤΕΔ,1345,C,Εταιρεία,Εγγεγραμμένη,29009,29009,ΑΓΙΟΥ ΑΝΔΡΕΟΥ 85  3036 ΛΕΜΕΣΟΣ ,"Row(_1=34.6745151, _2=33.0454873)",34.6745151,33.0454873
159,ΓΡΑΦΕΙΟΝ ΤΑΞΙ ΑΛΑΣΙΑ,1348,B,Εμπορική Επωνυμία,Εγγεγραμμένη,13003,13003,ΦΛΩΡΙΝΗΣ 8  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1650671, _2=33.3585292)",35.1650671,33.3585292
160,TOWRY LAW (ASIA) HK LIMITED,1366,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,3934,3934,ΒΑΣΙΛΗ ΜΙΧΑΗΛΙΔΗ 21  3026 ΛΕΜΕΣΟΣ ,"Row(_1=34.6841379, _2=33.0419945)",34.6841379,33.0419945
161,R. ST.  ESTATE LIMITED,1369,C,Εταιρεία,Εγγεγραμμένη,94,94,ΚΩΣΤΑΚΗ ΠΑΝΤΕΛΙΔΗ 1  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1700454, _2=33.3606766)",35.1700454,33.3606766
162,GOLDVINE ENTERPRISES LIMITED,1375,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
163,THE JOHN JEFFERSON SMURFIT TRUST COMPANY,1382,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,356,356,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 284  3105 ΛΕΜΕΣΟΣ ,"Row(_1=34.7587825, _2=32.9929063)",34.7587825,32.9929063
164,LINOBROOK ENTERPRISES LIMITED,1396,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
165,KM TRADING B.V.,1398,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1299,1299,ΑΚΡΟΠΟΛΕΩΣ 59-61  2012 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1495293, _2=33.359926)",35.1495293,33.359926
166,SOFOKON INTERNATIONAL TRADING LIMITED,1400,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,5189,5189,ΖΗΝΑΣ ΚΑΝΘΕΡ & ΩΡΙΓΕΝΟΥΣ  3035 ΛΕΜΕΣΟΣ ,"Row(_1=35.1672846, _2=33.3592077)",35.1672846,33.3592077
167,ΑΕΓΕΚ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,1403,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,1729,1729,ΣΟΦΟΥΛΗ 2  1096 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.169516, _2=33.356571)",35.169516,33.356571
168,BUPA INSURANCE LIMITED,1404,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,29335,29335,ΙΩΑΝΝΗ ΠΟΛΕΜΗ 3  ΚΑΘΟΛΙΚΗ 3021 ΛΕΜΕΣΟΣ ,"Row(_1=34.6870628, _2=33.033407)",34.6870628,33.033407
169,AURORA ENTERPRISES,1404,B,Εμπορική Επωνυμία,Εγγεγραμμένη,25232,25232, ΠΥΛΑ 7081 ΛΑΡΝΑΚΑ ,"Row(_1=35.0134077, _2=33.6922186)",35.0134077,33.6922186
170,ΑΚΙΝΗΤΑ Π. ΙΩΑΝΝΙΔΗ ΛΙΜΙΤΕΔ,1415,C,Εταιρεία,Εγγεγραμμένη,3928,3928, ΒΙΟΜΗΧΑΝΙΚΗ ΠΕΡΙΟΧΗ ΛΑΡΝΑΚΑΣ 6301 ΛΑΡΝΑΚΑ ,"Row(_1=34.9182222, _2=33.6200625)",34.9182222,33.6200625
171,ΕΥΡΩΣΕΡΒΙΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗ ΒΟΗΘΕΙΑΣ ΣΕ ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,1423,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,13064,13064,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 39  ΕΓΚΩΜΗ 2407 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
172,ΜΑΥΡΟΣ ΛΙΜΙΤΕΔ,1428,C,Εταιρεία,Εγγεγραμμένη,2707,2707,ΛΗΔΡΑΣ 138-140  1011 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1737759, _2=33.3614147)",35.1737759,33.3614147
173,SKYLINE INTERNATIONAL LLC,1429,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,14805,14805,ΜΟΥΣΑΙΟΥ 1  3090 ΛΕΜΕΣΟΣ ,"Row(_1=34.6894075, _2=33.0438559)",34.6894075,33.0438559
174,ANSON ENTERPRISES LIMITED,1436,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
175,ECKERED ENTERPRISES LIMITED,1438,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
176,HADRIANI ENTERPRISES LIMITED,1439,O,Αλλοδαπή Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
177,TAKIS P. CHRISTOFIDES,1440,N,Συνεταιρισμός (BN),Εγγεγραμμένη,16246,16246,ΕΥΡΙΠΙΔΟΥ 6  ΠΑΡΑΛΙΜΝΙ ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.0375882, _2=33.9814728)",35.0375882,33.9814728
